Nom de l'offre touristique;SyndicObjectID;Type de l'offre;Catégorie de l'offre;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Nom de la commune;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une video;widget pour zoover;Widget tripadvisor;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;SPaccessibilite;Présence l'offre sur les grands itinéraires vélo;Equipements;Types d'équipements locatifs sur le camping;Services proposés sur place;Naturisme;Nombre emplacements pour les campings;Nombre emplacements pour les campings car;Nombre emplacements équipés avec locatif pour les campings;Nombre emplacements nus pour les campings;Nombre emplacements résidentiels pour les campings;Nombre emplacements saisonniers pour les campings;Surface en hectares;Groupe accepté: oui / non;Labels;Chaînes;Classements préfectoral;Langues parlées à l'accueil;Ouverture 24h / 24h: oui / non;Ouvert toute l'année: oui / non;Période/horaires par jour/précisions ouverture/précision fermeture;Nom du contact/Tel contact/mail contact;Nom centrale de réservation en ligne;Moyen(s) de réservation en ligne;Tarifs;Modes de paiement acceptés;localisation;departement
Yelloh Village Le Ranch;HPAPDL044000049;Camp de tourisme;4 étoiles;;;Chemin des Hautes Raillères;;44770;LA PLAINE-SUR-MER;44126;47.15449;-2.16498;Halte fluviale||Distance de la mer||0,8,Route (nationale/départ.)||Distance de la ville||1,5,Aéroport/aérodrome||Aéroport Nantes Atlantique||51,Transport en commun||Bus Lila||1,6,Gare SNCF||Gare de Pornic||8,8;;02 40 21 52 62;;;https://www.camping-le-ranch.com/;http://youtu.be/72D-slz4720,http://youtu.be/hVJ8gmc-lv4,http://youtu.be/hVJ8gmc-lv4,http://youtu.be/72D-slz4720,http://youtu.be/hVJ8gmc-lv4,http://youtu.be/2ep0y9RbwdE;Facebook||http://www.facebook.com/pages/Camping-le-Ranch/287618262008?ref=ts&fref=ts,Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g1080864-d3670332-Reviews-Camping_le_Ranch-La_Plaine_sur_Mer_Loire_Atlantique_Pays_de_la_Loire.html,Zoover||http://www.zoover.fr/france/pays-de-la-loire/la-plaine-sur-mer-loire-atlantique/le-ranch/camping;;;;oui;oui en camping. Chiens et chats tenus en laisse.;;non;;Espace aqua-ludique,Piscine,Piscine couverte,Salle de sport,WiFi;;Commerce alimentaire,Snack/Restaurant;non;179;58;62;58;59;;5;;Qualité Tourisme;Yelloh Village;;Allemand,Anglais,Espagnol,Néerlandais;;;20/04/2024||15/09/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;"Camping le ranch;http://www.camping-le-ranch.com||02 40 21 52 62||info@camping-le-ranch.com";||http://thelisresa.webcamp.fr/?camping=ranch44||http://thelisresa.webcamp.fr/?camping=ranch44||||;oui;Taxe de séjour / nuit / pers||0,60||0,60||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.15449, -2.16498;Loire-Atlantique
Camping Eco Loire;HPA790001080;Camp de tourisme;2 étoiles;;;Île Batailleuse;SAINT-FLORENT-LE-VIEIL;49410;MAUGES-SUR-LOIRE;49244;47.366593;-1.01357;Route (nationale/départ.)||RD752||0,1,Gare SNCF||Gare SNCF - VARADES||2,Transport en commun||Anjou Bus||0,7,Autoroute||A11||19,Aéroport/aérodrome||Nantes/Atlantique||64;;02 40 96 70 20;;;https://naxiresa.inaxel.com/etape1-criteres.php?compte=ecoloire44;;;;;;oui;Sur présentation du carnet de vaccination.;;non;EV6-La Loire à Vélo;Local vélo,Prise électrique,WiFi;Cabane,Tente,Tente Bivouac;Location/prêt de vélo;non;100;;9;91;;;3;oui;Accueil Vélo,La Loire à vélo;;;Allemand,Anglais;non;non;11/04/2025||28/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||https://naxiresa.inaxel.com/etape1-criteres.php?compte=ecoloire44||||02 40 96 70 20||;oui;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||14,00||21,00||Forfait 1 emplacement + 1 véhicule + 2 adultes,Tarif adulte supplémentaire / nuit||4,50||22,50||Emplacement nu pour adulte + de 14 ans - tarif 1 nuit et tarif 1 semaine,Tarif enfant supplémentaire / nuit||3,00||15,00||Emplacement nu pour enfant de 3 à 13 ans - tarif 1 nuit et tarif  1 semaine,Locatif / semaine||260,00||260,00||Location à la semaine d'un bivouac sur pilotis pour 2 personnes,Tarif électricité / nuit||5,00||5,00||Branchement électrique par nuit;Chèques bancaires et postaux,Chèques Vacances,Espèces;47.366593, -1.01357;Loire-Atlantique
Le village de la Mer;HPAPDL044000069;Camp de tourisme;4 étoiles;;;18 rue de Prigny;;44760;LES MOUTIERS-EN-RETZ;44106;47.06384;-1.99735;Transport en commun||Car Lila||0,3,Transport en commun||TER ligne Nantes - Pornic||0,4,Aéroport/aérodrome||Nantes Atlantique||40,Route (nationale/départ.)||RD 13||0,5,Autoroute||A83/A11||50,Héliport||Nantes Atlantique||40;;02 40 64 65 90;;;http://www.village-mer.fr;;Facebook||http://www.facebook.com/pages/Camping-Village-de-la-Mer/275758555842833?ref=ts&fref=ts;;;;oui;tatoué avec carnet de vaccination et tenu en laisse.;;non;;Espace Bien-être,Piscine,Piscine couverte,WiFi;;Snack/Restaurant;;228;32;28;32;173;;7;;;;;Anglais;;;01/04/2024||30/09/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Village de la mer||||;||http://www.village-mer.fr||http://www.village-mer.fr||02 40 64 65 90||vdmer@hotmail.com;oui;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.06384, -1.99735;Loire-Atlantique
SUNÊLIA LE FIEF;HPAPDL044000118;Camp de tourisme;5 étoiles;;;57 Chemin du Fief;;44250;SAINT-BREVIN-LES-PINS;44154;47.23506;-2.16678;Transport en commun||||0,1,Gare SNCF||Gare de St Nzaire||15,Aéroport/aérodrome||Aéroport Nantes Atlantique||50;;02 40 27 23 86;;;https://www.camping-le-fief.com/;http://youtu.be/96MJWWxO3cI,https://www.youtube.com/watch?v=bM-ZGRxy7Fk,https://www.youtube.com/watch?v=5gIuMN5hg-o,https://www.youtube.com/watch?v=VvGXJxcl6es;Facebook||https://www.facebook.com/sunelia.campinglefief,Twitter||https://twitter.com/sunelialefief,Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g1080872-d1895646-Reviews-Camping_Sunelia_Le_Fief-Saint_Brevin_les_Pins_Loire_Atlantique_Pays_de_la_Loire.html,Google+||https://plus.google.com/+CampingSun%C3%AAliaLeFiefSaintBrevinlesPins,Zoover||http://www.zoover.fr/france/pays-de-la-loire/st-brevin-les-pins-loire-atlantique/le-fief/camping,Pinterest||https://www.pinterest.com/campinglefief/;;;;oui;chiens de moins de 6kg et hors catégories 1 et 2;;non;;Espace aqua-ludique,Espace Bien-être,Piscine,Piscine couverte,WiFi;Mobil-Home;Commerce alimentaire,Location/prêt de vélo,Snack/Restaurant;non;;;224;102;34;;;;Clef Verte,Qualité Tourisme;;;Allemand,Anglais;;;05/04/2025||21/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://thelisresa.webcamp.fr/?camping=fief44&lang=fr&PHPSESSID=79f0vugprnathpsac5j1tmemm7||||02 40 27 23 86||camping@lefief.com;oui;Taxe de séjour / nuit / pers||0,66||0,66||,Tarif adulte supplémentaire / nuit||4,00||17,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.23506, -2.16678;Loire-Atlantique
Camping - La Falaise;HPAELAFALAISE;Camp de tourisme;4 étoiles;;;1 boulevard de Belmont;;44420;LA TURBALLE;44211;47.35313;-2.51772;;;02 40 23 32 53;;;https://www.camping-de-la-falaise.com;;;;;;oui;;;;;WiFi;Mobil-Home,Tente;;;150;66;55;65;;;3;;;;;Anglais;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.35313, -2.51772;Loire-Atlantique
PRL du Porteau;HPAHPAEEPRL;Parc résidentiel de loisirs;;;;1 chemin de la Madrague;Sainte-Marie sur-mer;44210;PORNIC;44131;47.1162427;-2.1489151;;;02 44 06 01 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.1162427, -2.1489151;Loire-Atlantique
Camping - Saint Clair;HPAESAINTCLAIR;Camp de tourisme;3 étoiles;;;12 Rue des Hauts Ports;;44530;GUENROUET;44068;47.52225;-1.94932;;;02 40 87 61 52;;;http://www.campingsaintclair.com/;;;;;;oui;;;non;EV1-La Vélodyssée;Espace aqua-ludique,Tennis,WiFi;Mobil-Home,Tente;;;;2;;;;;;;Accueil Vélo,La Vélodyssée;;;Anglais,Espagnol;;;29/03/2025||19/10/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.52225, -1.94932;Loire-Atlantique
Camping du Petit Bois;HPAHPAEPETITBOIS;Camp de tourisme;4 étoiles;;;1820 route de Kerlagadec;;44420;MESQUER;44097;47.39724;-2.47218;;;02 40 42 68 77;;;http://www.campingdupetitbois.com;;;;;;oui;;;non;;WiFi;Mobil-Home;;;231;;100;16;;;;;;;;Anglais;;;04/04/2025||14/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.39724, -2.47218;Loire-Atlantique
Aire naturelle de camping de Vioreau;HPAPDL044V50XOI0;Aire naturelle;;;;Lac de Vioreau;;44440;JOUE-SUR-ERDRE;44077;47.524912;-1.4202625;;06 77 17 43 96;;;;;;;;;;;;;non;;;;;non;30;;;;;;2,5;;;;;;;;;;;;Tarif électricité / nuit||3,00||||à partir de la seconde nuitée,Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||6,00||||pour les groupes et centre de loisirs,Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||8,00||||pour les individuels,Tarif enfant supplémentaire / nuit||4,00||||pour es moins de 10 ans;Chèques Vacances;47.524912, -1.4202625;Loire-Atlantique
Camping - L'Etoile de Mer;HPAEETOILEMER;Camp de tourisme;2 étoiles;;;Le Créno;Route de Pen Bé;44410;ASSERAC;44006;47.43297;-2.44848;;;02 40 22 36 58;;;https://www.clicochic.com/camping-france-pays_de_la_loire-etoile_de_mer-FR.html;;;;;;oui;;;;;Piscine couverte,WiFi;Mobil-Home;;;;;2;20;;;12;;;;;Anglais;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.43297, -2.44848;Loire-Atlantique
CAMPING USHUAÏA VILLAGES L’ESTUAIRE;HPAPDL044000082;Camp de tourisme;3 étoiles;;;1 chemin de l'Estuaire;;44560;PAIMBOEUF;44116;47.28912;-2.04007;Aéroport/aérodrome||Nantes Atlantique||45,Autoroute||A11 et A83||55,Gare SNCF||St Nazaire||20,Transport en commun||Réseau Lila N°16 St Nazaire/N°1 Nantes||0,Route (nationale/départ.)||D77 Paimboeuf-Nantes||0,5;;02 40 27 84 53;;;http://www.campinglestuaire.fr;https://www.youtube.com/watch?v=67x8urEwQ_g;Facebook||https://www.facebook.com/campinglestuaire44;;;;;;;non;EV1-La Vélodyssée,EV6-La Loire à Vélo;Piscine couverte;Mobil-Home,Tente;Commerce alimentaire,Snack/Restaurant;non;122;;;;14;;3,5;;Accueil Vélo,La Loire à vélo,La Vélodyssée;;;Anglais;non;;05/04/2025||26/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;CAMPING L'ESTUAIRE||02 40 27 84 53||camping-lestuaire@orange.fr;;;Tarif adulte supplémentaire / nuit||6,00||8,00||,Locatif / semaine||200,00||750,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.28912, -2.04007;Loire-Atlantique
Camping Rural Coin De Ciel;HPAPDL044000150;Camp de tourisme;Non Classé;;;14 Le Tremblay;;44190;SAINT-LUMINE-DE-CLISSON;44173;47.0624934;-1.3712075;Gare SNCF||Clisson||10,Transport en commun||||2,Aéroport/aérodrome||Nantes Atlantique||27;07 79 45 74 24;02 40 04 92 08;;;http://camping-nantes-atlantique-clisson.fr;;;;;;oui;Tenus en laisse sur le camping ( les chiens de catégorie 1 et 2 ne sont pas autorisés );;non;;Prise électrique,WiFi;Caravanes,Mobil-Home;;non;16;4;6;10;;;8759;;Gîtes de France,Pré Vert;;;Anglais,Français;non;oui;||||Ouvert toute l'année.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;Gîtes de France||https://www.gites-de-france.com/fr/pays-de-la-loire/loire-atlantique/camping-coin-de-ciel-h44g011623||||||;oui;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||12,50||||,Tarif électricité / nuit||4,50||||,Taxe de séjour / nuit / pers||0,22||||,Locatif / semaine||210,00||470,00||,Tarif adulte supplémentaire / nuit||4,00||||,Tarif enfant supplémentaire / nuit||-1,50||||;Chèques bancaires et postaux,Chèques Vacances,Espèces;47.0624934, -1.3712075;Loire-Atlantique
CAMPING LA PINDIERE ***;HPAPDL044000036;Camp de tourisme;3 étoiles;;;102 La Denais;;44810;HERIC;44073;47.414794;-1.652556;Gare SNCF||GARE DE NANTES||25,Transport en commun||||1,Autoroute||PARIS||20,Aéroport/aérodrome||AEROPORT NANTES SUD||35,Halte fluviale||NORT SUR ERDRE||12;07 49 58 42 87;02 40 57 65 41;;;http://www.camping-la-pindiere.com/;;Facebook||https://www.facebook.com/Pindiere,Instagram||https://www.instagram.com/campingpindiere/,Tiktok||https://www.tiktok.com/@campingpindiere?,Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g1080861-d7305032-Reviews-Camping_la_Pindiere-Heric_Loire_Atlantique_Pays_de_la_Loire.html,Zoover||http://www.zoover.fr/france/pays-de-la-loire/heric-loire-atlantique/la-pindiere/camping;;http://www.zoover.fr/france/pays-de-la-loire/heric-loire-atlantique/la-pindiere/camping;;oui;Tarifs sur le site internet;;non;EV1-La Vélodyssée;Espace Bien-être,Piscine,Piscine couverte,Prise électrique,WiFi;Chalet,Mobil-Home,Roulotte,Tente;Snack/Restaurant;non;98;;51;43;4;;3;oui;Accueil Vélo,La Vélodyssée;;;Allemand,Anglais,Espagnol,Français;oui;oui;||||||||10:00||12:00||16:00||19:00||10:00||12:00||16:00||19:00||10:00||12:00||16:00||19:00||10:00||12:00||16:00||19:00||10:00||12:00||16:00||19:00||10:00||12:00||16:00||19:00||||||||;Madame Rauturier Anne||02 40 57 65 41||contact@camping-la-pindiere.com;;;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||6,00||8,00||,Tarif adulte supplémentaire / nuit||4,90||6,00||,Tarif enfant supplémentaire / nuit||2,70||3,50||,Tarif électricité / nuit||5,70||5,70||,Taxe de séjour / nuit / pers||0,55||0,55||;Cartes bancaires,Chèques Vacances,Chèques Vacances Connect,Espèces,Virement;47.414794, -1.652556;Loire-Atlantique
SIBLU LES PIERRES COUCHÉES;HPAPDL044000119;Camp de tourisme;4 étoiles;;;Avenue des Pierres Couchées;;44250;SAINT-BREVIN-LES-PINS;44154;47.2051;-2.15102;Gare SNCF||Gare de St Nazaire||15,Aéroport/aérodrome||Nantes Atlantique||60,Autoroute||A10||60,Transport en commun||Brevi'bus, bus interne à la commune||0;;05 56 07 90 17;;;https://siblu.fr/camping/france/cote-atlantique-nord/pays-de-la-loire/les-pierres-couchees;;;;;;non;;;non;;Espace aqua-ludique,Piscine,Salle de sport,WiFi;Mobil-Home;Commerce alimentaire,Location/prêt de vélo,Snack/Restaurant;non;;;403;;;;14;;;SIBLU;;Anglais;non;;03/03/2024||28/09/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.2051, -2.15102;Loire-Atlantique
LA TANSORAIS;HPAPDL044000008;Aire naturelle;;;;La Tansorais;;44320;SAINT-PERE-EN-RETZ;44187;47.22017;-2.13989;Gare SNCF||Saint Nazaire||17,Transport en commun||||1,5,Aéroport/aérodrome||Nantes Atlantique||48;;02 40 27 36 59;;;;;;;;;;;;;;;;;non;;;;21;;;1;;;;;Français;non;;;;;;;Chèques bancaires et postaux,Chèques Vacances;47.22017, -2.13989;Loire-Atlantique
CAMPING LES CHALANDS FLEURIS;HPAECHALANDSFLEURIS;Camp de loisirs;4 étoiles;;;24 rue du Stade;;44117;SAINT-ANDRE-DES-EAUX;44151;47.32159;-2.30827;Transport en commun||Ligne U4 - Arrêt : Chalands fleuris||;;02 40 01 21 40;02 40 01 21 40;;http://www.leschalandsfleuris.com;;;;;;oui;Animaux tatoués et vaccinés admis pour le plein air, mais non admis dans locatifs;;non;;Espace aqua-ludique,Piscine,Piscine couverte,Tennis,WiFi;Bungatoile,Mobil-Home;Snack/Restaurant;non;153;;12;50;;153;6;oui;;;;Anglais;;non;05/04/2025||20/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Forfait de base (1emplacement, 2 personnes, 1 voiture) / nuit||19,00||34,00||,Taxe de séjour / nuit / pers||0,51||||,Tarif électricité / nuit||5,50||||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;47.32159, -2.30827;Loire-Atlantique
Camping de la Loire;HPAPDL044000023;Camp de tourisme;3 étoiles;;;55 rue de la Loire;;44360;CORDEMAIS;44045;47.2871627;-1.8817993;Transport en commun||||;;02 40 03 16 46;;;https://www.campingdelaloire.com/;;;;;;oui;;;non;;WiFi;Mobil-Home;;;65;;18;;;;;;;;;Anglais,Français;non;oui;;YEH Zhimo et DIDIER Léa||02 40 03 16 46||lessalorgescamping@gmail.com;;;;Cartes bancaires,Chèques Vacances;47.2871627, -1.8817993;Loire-Atlantique
Camping du Vieux Château;HPAPDL044000130;Camp de tourisme;3 étoiles;;;54 avenue d'Anjou;Tharon-Plage;44730;SAINT-MICHEL-CHEF-CHEF;44182;47.15979;-2.16289;||||8,Transport en commun||||1,Gare SNCF||||7,Aéroport/aérodrome||||70;06 23 46 06 60;02 40 27 83 47;;;http://www.camping-duvieuxchateau.com;;Facebook||http://camping-duvieuxchateau.com,Google+||http://camping-duvieuxchateau.com;;;;oui;tenu en laisse,carnet de vaccination obligatoire;;;;Piscine couverte,WiFi;Mobil-Home;Commerce alimentaire,Location/prêt de vélo,Snack/Restaurant;non;;;31;27;16;;;;;;;Allemand,Anglais;non;;05/04/2025||05/10/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.15979, -2.16289;Loire-Atlantique
